sequence,round,position,voltage_v,duty_percent,start_offset_s,boundary_source,manifest_clock_correction_s,preamble_score,decoded_header,decoded_letter,restricted_letter,accepted_decode_only,expected_rank_full,expected_rank_alphabet,decode_margin,adc_full_scale_assumed,clipped_x_percent,clipped_y_percent,clipped_any_percent,baseline_x,baseline_y,broadband_active_power_x,broadband_off_power_x,broadband_snr_db_x,broadband_active_power_y,broadband_off_power_y,broadband_snr_db_y,broadband_snr_db_pooled,inband_active_power_x,inband_off_power_x,inband_snr_db_x,inband_active_power_y,inband_off_power_y,inband_snr_db_y,inband_snr_db_pooled,tone_coherence,off_coherence
1,1,1,11.000000,100.000000,18.615000,manifest_timestamps,-0.085000,0.660296,0xEE,A,A,0,2,1,0.083377,4095,0.000000,0.000000,0.000000,884.705000,1608.710500,3211.762018,3243.184320,,146.241898,118.600697,-6.325303,,1.321381,1.211085,-10.406177,2.873390,0.262306,9.980128,2.664711,0.331761,0.112016
2,1,2,11.000000,40.000000,47.620000,manifest_timestamps,-0.085000,0.737416,0x9E,\xc1,A,0,20,1,1.685893,4095,0.000000,0.000000,0.000000,884.705000,1608.710500,3232.826725,3229.475630,-29.839453,119.167735,197.968683,,,2.129807,0.930373,1.103188,1.280686,0.330437,4.587496,2.317247,0.441425,0.184150
