sequence,round,position,voltage_v,duty_percent,start_offset_s,boundary_source,manifest_clock_correction_s,preamble_score,decoded_header,decoded_letter,restricted_letter,accepted_decode_only,expected_rank_full,expected_rank_alphabet,decode_margin,adc_full_scale_assumed,clipped_x_percent,clipped_y_percent,clipped_any_percent,baseline_x,baseline_y,broadband_active_power_x,broadband_off_power_x,broadband_snr_db_x,broadband_active_power_y,broadband_off_power_y,broadband_snr_db_y,broadband_snr_db_pooled,inband_active_power_x,inband_off_power_x,inband_snr_db_x,inband_active_power_y,inband_off_power_y,inband_snr_db_y,inband_snr_db_pooled,tone_coherence,off_coherence
1,1,1,11.000000,100.000000,18.800000,manifest_timestamps,0.020000,0.545512,0x7E,\x11,A,0,7,1,0.023321,4095,0.000000,0.000000,0.000000,876.124500,1614.845500,6256.789991,6236.033513,-24.777548,156.989766,178.775083,,,1.447465,1.723702,,2.103474,0.265875,8.395725,-1.052573,0.049307,0.029438
2,1,2,11.000000,40.000000,47.810000,manifest_timestamps,0.020000,0.452319,0x7E,A,A,1,1,1,2.695969,4095,0.000000,0.000000,0.000000,876.124500,1614.845500,6231.868558,6255.598487,,158.645020,106.983177,-3.161456,-23.575327,1.242327,1.398435,,1.204259,0.211791,6.708089,-2.844937,0.129427,0.523354
