sequence,round,position,voltage_v,duty_percent,start_offset_s,boundary_source,manifest_clock_correction_s,preamble_score,decoded_header,decoded_letter,restricted_letter,accepted_decode_only,expected_rank_full,expected_rank_alphabet,decode_margin,adc_full_scale_assumed,clipped_x_percent,clipped_y_percent,clipped_any_percent,baseline_x,baseline_y,broadband_active_power_x,broadband_off_power_x,broadband_snr_db_x,broadband_active_power_y,broadband_off_power_y,broadband_snr_db_y,broadband_snr_db_pooled,inband_active_power_x,inband_off_power_x,inband_snr_db_x,inband_active_power_y,inband_off_power_y,inband_snr_db_y,inband_snr_db_pooled,tone_coherence,off_coherence
1,1,1,11.000000,100.000000,18.760000,manifest_timestamps,-0.270000,0.688119,0x7E,A,A,1,1,1,0.071744,4095,0.000000,0.000000,0.000000,894.391000,1608.170000,3101.556695,3111.730187,,159.202214,89.159980,-1.048100,-17.280706,1.303622,0.991607,-5.021651,2.414139,0.377684,7.317465,2.342892,0.321091,0.146760
2,1,2,11.000000,40.000000,47.765000,manifest_timestamps,-0.270000,0.393335,0x44,\x11,A,0,275,1,0.176047,4095,0.000000,0.000000,0.000000,894.391000,1608.170000,3094.639188,3090.882051,-29.152254,154.162543,81.734220,-0.524955,-16.195455,1.076826,0.890539,-6.794693,0.788697,0.342010,1.159655,-2.894175,0.140456,0.072024
