duty_percent,located_start_offset_s,preamble_score,decoded_header,decoded_letter,restricted_letter,decode_ok,expected_rank_full,expected_rank_alphabet,decode_margin,broadband_snr_db_x,broadband_snr_db_y,broadband_snr_db_pooled,inband_snr_db_x,inband_snr_db_y,inband_snr_db_pooled,clipped_x_percent,clipped_y_percent,clipped_any_percent,tone_coherence,off_coherence
100.0,24.34000000053129,0.9496830734294887,0x7E,A,A,1,1,1,1298.655687977429,-13.230776663218895,0.5828978534599077,-2.499825978820192,,19.636338701665874,14.539901268160989,0.0,0.0,0.0,0.1696133827690842,0.013968793730703024
