sequence,round,position,voltage_v,duty_percent,start_offset_s,preamble_score,decoded_header,decoded_letter,restricted_letter,accepted_decode_only,expected_rank_full,expected_rank_alphabet,decode_margin,adc_full_scale_assumed,clipped_x_percent,clipped_y_percent,clipped_any_percent,baseline_x,baseline_y,broadband_active_power_x,broadband_off_power_x,broadband_snr_db_x,broadband_active_power_y,broadband_off_power_y,broadband_snr_db_y,broadband_snr_db_pooled,inband_active_power_x,inband_off_power_x,inband_snr_db_x,inband_active_power_y,inband_off_power_y,inband_snr_db_y,inband_snr_db_pooled,tone_coherence,off_coherence
1,1,1,11.000000,100.000000,24.175000,0.566786,0xBE,\x1a,Z,0,6935,25,0.527429,4095,0.000000,0.000000,0.000000,848.104200,1609.190700,272.361932,271.937260,-28.064157,381.468670,349.178221,-10.339731,-12.784238,0.300782,0.449936,,7.538396,2.700875,2.531183,1.725992,0.212992,0.106083
2,1,2,11.000000,50.000000,53.080000,0.575570,0xBE,c,C,0,1464,17,0.176959,4095,0.000000,0.000000,0.000000,848.104200,1609.190700,275.969149,267.145103,-14.810795,457.557270,285.243981,-2.188977,-4.842371,0.360561,0.545521,,4.259102,1.378983,3.198516,1.462658,0.123680,0.117036
3,1,3,11.000000,25.000000,83.565000,0.452262,0x9E,\x14,D,0,738,13,0.078264,4095,0.000000,0.000000,0.000000,848.104200,1609.190700,268.760816,269.713985,,250.577579,249.765952,-24.881768,,0.406999,0.358160,-8.653097,1.535743,0.877368,-1.247086,-2.423019,0.052338,0.175626
4,1,4,11.000000,10.000000,112.560000,0.348846,0x5B,\xb5,U,0,26061,18,0.036689,4095,0.000000,0.000000,0.000000,848.104200,1609.190700,266.728573,278.502785,,210.715736,823.277120,,,0.390264,0.323159,-6.826596,0.508237,0.734738,,,0.003770,0.117076
5,1,5,11.000000,1.000000,137.175000,0.075459,0x46,\xb9,Y,0,42404,14,0.007221,4095,0.000000,0.000000,0.000000,848.104200,1609.190700,267.867350,272.347578,,319.814327,255.049394,-5.952844,-9.419305,0.438361,0.372347,-7.513119,0.538102,0.460907,-7.760245,-7.648074,0.084365,0.268460
