duty_percent,boundary_source,start_offset_s,live_acquisition,broadband_snr_db_x,broadband_snr_db_y,broadband_snr_db_pooled,inband_snr_db_x,inband_snr_db_y,inband_snr_db_pooled,clipped_x_percent,clipped_y_percent,clipped_any_percent,target_pulse_us,pulse_count,late_starts,pulse_median_us,pulse_p95_us
5.0,transmitter_utc_second_resolution_no_signal_search,18.61731505393982,NO_VALID_TILDE_PREAMBLE,-3.476321360469923,10.731176736141581,10.347867194979504,,-5.767986463854131,-9.537188778740752,0.0,0.0,0.0,3125.0,448,0,3760.083,3771.675
1.0,transmitter_utc_second_resolution_no_signal_search,90.61731505393982,NO_VALID_TILDE_PREAMBLE,10.608354154804296,0.44711637716743224,2.0552572876449964,30.33421009693205,23.776292495676866,25.681511908546405,0.625,0.7410714285714286,0.7410714285714286,625.0,448,224,756.407,774.104
