duty_percent,boundary_source,start_offset_s,live_acquisition,broadband_snr_db_x,broadband_snr_db_y,broadband_snr_db_pooled,inband_snr_db_x,inband_snr_db_y,inband_snr_db_pooled,clipped_x_percent,clipped_y_percent,clipped_any_percent,target_pulse_us,pulse_count,late_starts,pulse_median_us,pulse_p95_us
5.0,transmitter_utc_second_resolution_no_signal_search,22.144418001174927,NO_VALID_TILDE_PREAMBLE,-20.865373669849486,-1.3900557656571086,-4.417554772538556,-5.9808714387675765,-8.565513985948872,-7.8693885640848045,0.0,0.0,0.0,3125.0,448,0,3758.463,3773.385
1.0,transmitter_utc_second_resolution_no_signal_search,94.14441800117493,NO_VALID_TILDE_PREAMBLE,-18.017982461374565,1.556584835665634,-2.452413323563685,-11.76331259771051,0.455620961010765,-1.085419853554365,0.0,0.0,0.0,625.0,448,224,760.769,779.107
