sequence,round,position,voltage_v,duty_percent,start_offset_s,boundary_source,manifest_clock_correction_s,preamble_score,decoded_header,decoded_letter,restricted_letter,accepted_decode_only,expected_rank_full,expected_rank_alphabet,decode_margin,adc_full_scale_assumed,clipped_x_percent,clipped_y_percent,clipped_any_percent,baseline_x,baseline_y,broadband_active_power_x,broadband_off_power_x,broadband_snr_db_x,broadband_active_power_y,broadband_off_power_y,broadband_snr_db_y,broadband_snr_db_pooled,inband_active_power_x,inband_off_power_x,inband_snr_db_x,inband_active_power_y,inband_off_power_y,inband_snr_db_y,inband_snr_db_pooled,tone_coherence,off_coherence
1,1,1,11.000000,100.000000,30.135000,manifest_timestamps,1.250000,0.229362,0x76,\xb5,U,0,7365,9,0.012534,4095,0.285714,0.892857,0.892857,1025.429250,1687.009500,82310.915043,235112.656183,,414338.080316,953751.585692,,,401.044633,2075.031495,,87.696050,148.090365,,,0.601834,0.423216
2,1,2,11.000000,40.000000,59.145000,manifest_timestamps,1.250000,0.037344,0xE0,\xb1,Q,0,25447,12,0.278353,4095,0.714286,1.178571,1.178571,1025.429250,1687.009500,104548.303134,399535.455806,,522082.593514,1004538.946128,,,674.665273,3491.056259,,115.116586,383.579533,,,0.262426,0.347205
