sequence,round,position,phase,letter,duty_percent,voltage_v,distance_m,hardware_note,coded_bits,started_utc,finished_utc,duration_s,gap_after_s,target_pulse_us,pulse_count,late_starts,pulse_min_us,pulse_median_us,pulse_p95_us,pulse_max_us
1,1,1,calibration,A,100.0,11,3,orientation-pilot_parallel_max-separation_lt0.5m_pinned_equal-tx-distance_person-absent_60s-settle_leveled-retry_hotspot,0001111001011010011001101001,2026-07-28T10:48:00.024848Z,2026-07-28T10:48:14.025605Z,14.000652,15,62500.000,0,0,nan,nan,nan,nan
2,1,2,calibration,A,40.0,11,3,orientation-pilot_parallel_max-separation_lt0.5m_pinned_equal-tx-distance_person-absent_60s-settle_leveled-retry_hotspot,0001111001011010011001101001,2026-07-28T10:48:29.031428Z,2026-07-28T10:48:43.032682Z,14.001071,15,25000.000,112,0,25602.629,25754.454,25777.673,25798.426
