sequence,letter,duty_percent,coded_bits,started_utc,finished_utc,duration_s,target_pulse_us,pulse_count,late_starts,pulse_min_us,pulse_median_us,pulse_p95_us,pulse_max_us
1,A,0.1,0001111001011010011001101001,2026-07-16T17:49:53Z,2026-07-16T17:50:49Z,56.000774,62.500,448,448,592.259,760.833,772.437,778.519
