sequence,round,position,phase,letter,duty_percent,voltage_v,distance_m,hardware_note,coded_bits,started_utc,finished_utc,duration_s,gap_after_s,target_pulse_us,pulse_count,late_starts,pulse_min_us,pulse_median_us,pulse_p95_us,pulse_max_us
1,1,1,calibration,A,100.0,11,3,orientation-pilot_parallel_min-separation_colocated_pinned_equal-tx-distance_person-absent_60s-settle_hotspot,0001111001011010011001101001,2026-07-28T10:53:36.717812Z,2026-07-28T10:53:50.718620Z,14.000701,15,62500.000,0,0,nan,nan,nan,nan
2,1,2,calibration,A,40.0,11,3,orientation-pilot_parallel_min-separation_colocated_pinned_equal-tx-distance_person-absent_60s-settle_hotspot,0001111001011010011001101001,2026-07-28T10:54:05.725433Z,2026-07-28T10:54:19.726679Z,14.001065,15,25000.000,112,0,25618.741,25755.676,25778.120,25791.055
