sequence,round,position,phase,letter,duty_percent,voltage_v,distance_m,hardware_note,coded_bits,started_utc,finished_utc,duration_s,gap_after_s,target_pulse_us,pulse_count,late_starts,pulse_min_us,pulse_median_us,pulse_p95_us,pulse_max_us
1,1,1,calibration,A,100.0,11,3,orientation-pilot_perpendicular_colocated_pinned_person-absent_60s-settle_120s-off_orientation_pilot_perpendicular_colocated_absent_20260728_113956,0001111001011010011001101001,2026-07-28T11:42:17.026657Z,2026-07-28T11:42:31.027608Z,14.000845,15,62500.000,0,0,nan,nan,nan,nan
2,1,2,calibration,A,40.0,11,3,orientation-pilot_perpendicular_colocated_pinned_person-absent_60s-settle_120s-off_orientation_pilot_perpendicular_colocated_absent_20260728_113956,0001111001011010011001101001,2026-07-28T11:42:46.034427Z,2026-07-28T11:43:00.035706Z,14.001092,15,25000.000,112,0,25603.629,25758.972,25778.035,25785.111
