sequence,letter,duty_percent,coded_bits,started_utc,finished_utc,duration_s,target_pulse_us,pulse_count,late_starts,pulse_min_us,pulse_median_us,pulse_p95_us,pulse_max_us
1,A,1.0,0001111001011010011001101001,2026-07-16T17:48:42Z,2026-07-16T17:49:38Z,56.000500,625.000,448,224,641.592,762.324,777.403,1631.482
