sequence,phase,scheme,repetition,duty_percent,algorithm,boundary_source,manifest_clock_correction_s,off_fit_samples,decoder_failure,payload_bit_errors_conditional_on_decode,payload_bits_evaluated,frame_error,wrong_codeword_miscorrection,decoded_payload_bits,gmd_erasures,gmd_erasure_count,gmd_candidate_count,corrected_symbol_count,gmd_attempts,gmd_score,gmd_margin,minimum_abs_bit_llr,gao_transfer_magnitude,gao_transfer_phase_radians,gao_off_coherence,gao_noise_reduction_db,gao_orientation,gao_sync_reference_leakage_ratio,gao_sync_desired_amplitude_ratio,gao_sync_desired_attenuation_db,duong_iterations,duong_training_error,gao_duong_iterations,gao_duong_training_error
3,short,rs5_3,1,100.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,1,1,1038.169501084,,9.641585714,0.025898446,0.321179527,0.001706173,0.007416145,sensor_y_primary_sensor_x_reference,0.004879723,0.999877379,0.001065134,60000,0.000139845,2613,0.000050108
3,short,rs5_3,1,100.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,1,3,1038.169501084,,9.641585714,0.025898446,0.321179527,0.001706173,0.007416145,sensor_y_primary_sensor_x_reference,0.004879723,0.999877379,0.001065134,60000,0.000139845,2613,0.000050108
3,short,rs5_3,1,100.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,1,3,1025.390031848,,9.027826702,0.025898446,0.321179527,0.001706173,0.007416145,sensor_y_primary_sensor_x_reference,0.004879723,0.999877379,0.001065134,60000,0.000139845,2613,0.000050108
3,short,rs5_3,1,100.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,1,3,1017.082420170,,7.152949452,0.025898446,0.321179527,0.001706173,0.007416145,sensor_y_primary_sensor_x_reference,0.004879723,0.999877379,0.001065134,60000,0.000139845,2613,0.000050108
3,short,rs5_3,1,100.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,1,3,1005.327327475,,6.599208286,0.025898446,0.321179527,0.001706173,0.007416145,sensor_y_primary_sensor_x_reference,0.004879723,0.999877379,0.001065134,60000,0.000139845,2613,0.000050108
5,short,rs5_3,1,50.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,1,463.865770467,,0.644920524,0.029742412,0.689575573,0.002153868,0.009364218,sensor_y_primary_sensor_x_reference,0.070654797,0.997991430,0.017463760,56348,0.000134658,2227,0.000050096
5,short,rs5_3,1,50.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,463.865770467,,0.644920524,0.029742412,0.689575573,0.002153868,0.009364218,sensor_y_primary_sensor_x_reference,0.070654797,0.997991430,0.017463760,56348,0.000134658,2227,0.000050096
5,short,rs5_3,1,50.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,465.380205417,,0.374140713,0.029742412,0.689575573,0.002153868,0.009364218,sensor_y_primary_sensor_x_reference,0.070654797,0.997991430,0.017463760,56348,0.000134658,2227,0.000050096
5,short,rs5_3,1,50.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,462.256472554,,0.614965991,0.029742412,0.689575573,0.002153868,0.009364218,sensor_y_primary_sensor_x_reference,0.070654797,0.997991430,0.017463760,56348,0.000134658,2227,0.000050096
5,short,rs5_3,1,50.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,463.804099086,,0.341060109,0.029742412,0.689575573,0.002153868,0.009364218,sensor_y_primary_sensor_x_reference,0.070654797,0.997991430,0.017463760,56348,0.000134658,2227,0.000050096
7,short,rs5_3,1,25.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,1,1,186.565754608,,0.365339138,0.019769424,0.265192018,0.001305829,0.005674851,sensor_y_primary_sensor_x_reference,0.040071326,1.000789760,-0.006857057,60000,0.000192988,2082,0.000049980
7,short,rs5_3,1,25.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,2,1,3,186.565754608,63.123063040,0.365339138,0.019769424,0.265192018,0.001305829,0.005674851,sensor_y_primary_sensor_x_reference,0.040071326,1.000789760,-0.006857057,60000,0.000192988,2082,0.000049980
7,short,rs5_3,1,25.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,2,1,3,186.249207500,61.351154721,0.265248715,0.019769424,0.265192018,0.001305829,0.005674851,sensor_y_primary_sensor_x_reference,0.040071326,1.000789760,-0.006857057,60000,0.000192988,2082,0.000049980
7,short,rs5_3,1,25.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,2,1,3,186.183608668,63.075487348,0.378339524,0.019769424,0.265192018,0.001305829,0.005674851,sensor_y_primary_sensor_x_reference,0.040071326,1.000789760,-0.006857057,60000,0.000192988,2082,0.000049980
7,short,rs5_3,1,25.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,2,1,3,185.876617021,61.313607046,0.281435224,0.019769424,0.265192018,0.001305829,0.005674851,sensor_y_primary_sensor_x_reference,0.040071326,1.000789760,-0.006857057,60000,0.000192988,2082,0.000049980
12,short,rs5_3,1,10.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,1,,,0.737940210,0.026840971,0.620790659,0.001953532,0.008492381,sensor_y_primary_sensor_x_reference,0.273376529,1.006491973,-0.056206316,58065,0.000134419,2036,0.000050005
12,short,rs5_3,1,10.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.737940210,0.026840971,0.620790659,0.001953532,0.008492381,sensor_y_primary_sensor_x_reference,0.273376529,1.006491973,-0.056206316,58065,0.000134419,2036,0.000050005
12,short,rs5_3,1,10.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.126837508,0.026840971,0.620790659,0.001953532,0.008492381,sensor_y_primary_sensor_x_reference,0.273376529,1.006491973,-0.056206316,58065,0.000134419,2036,0.000050005
12,short,rs5_3,1,10.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.737077752,0.026840971,0.620790659,0.001953532,0.008492381,sensor_y_primary_sensor_x_reference,0.273376529,1.006491973,-0.056206316,58065,0.000134419,2036,0.000050005
12,short,rs5_3,1,10.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.118832591,0.026840971,0.620790659,0.001953532,0.008492381,sensor_y_primary_sensor_x_reference,0.273376529,1.006491973,-0.056206316,58065,0.000134419,2036,0.000050005
14,short,rs5_3,1,1.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,1,,,0.065226848,0.056674014,0.156776367,0.004723492,0.020562467,sensor_y_primary_sensor_x_reference,0.095326002,0.999448906,0.004788058,44650,0.000135855,2043,0.000050021
14,short,rs5_3,1,1.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.065226848,0.056674014,0.156776367,0.004723492,0.020562467,sensor_y_primary_sensor_x_reference,0.095326002,0.999448906,0.004788058,44650,0.000135855,2043,0.000050021
14,short,rs5_3,1,1.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.049570176,0.056674014,0.156776367,0.004723492,0.020562467,sensor_y_primary_sensor_x_reference,0.095326002,0.999448906,0.004788058,44650,0.000135855,2043,0.000050021
14,short,rs5_3,1,1.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.070465375,0.056674014,0.156776367,0.004723492,0.020562467,sensor_y_primary_sensor_x_reference,0.095326002,0.999448906,0.004788058,44650,0.000135855,2043,0.000050021
14,short,rs5_3,1,1.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.052346337,0.056674014,0.156776367,0.004723492,0.020562467,sensor_y_primary_sensor_x_reference,0.095326002,0.999448906,0.004788058,44650,0.000135855,2043,0.000050021
17,short,rs5_3,2,50.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,1,792.610778663,,7.107356512,0.002916514,1.449960988,0.000030051,0.000130512,sensor_y_primary_sensor_x_reference,0.037384868,1.000079971,-0.000694591,60000,0.000251341,2260,0.000049990
17,short,rs5_3,2,50.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,792.610778663,,7.107356512,0.002916514,1.449960988,0.000030051,0.000130512,sensor_y_primary_sensor_x_reference,0.037384868,1.000079971,-0.000694591,60000,0.000251341,2260,0.000049990
17,short,rs5_3,2,50.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,794.305938832,,7.148614820,0.002916514,1.449960988,0.000030051,0.000130512,sensor_y_primary_sensor_x_reference,0.037384868,1.000079971,-0.000694591,60000,0.000251341,2260,0.000049990
17,short,rs5_3,2,50.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,789.010132606,,6.782344343,0.002916514,1.449960988,0.000030051,0.000130512,sensor_y_primary_sensor_x_reference,0.037384868,1.000079971,-0.000694591,60000,0.000251341,2260,0.000049990
17,short,rs5_3,2,50.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,790.751606248,,6.839114830,0.002916514,1.449960988,0.000030051,0.000130512,sensor_y_primary_sensor_x_reference,0.037384868,1.000079971,-0.000694591,60000,0.000251341,2260,0.000049990
19,short,rs5_3,2,25.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,1,,,0.869046067,0.011372761,-0.077703473,0.000446447,0.001939327,sensor_y_primary_sensor_x_reference,0.113953984,0.999976141,0.000207238,60000,0.000216524,2163,0.000050095
19,short,rs5_3,2,25.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,7,11,1,1,11111000111,"0,3",2,1,2,3,94.541208102,,0.869046067,0.011372761,-0.077703473,0.000446447,0.001939327,sensor_y_primary_sensor_x_reference,0.113953984,0.999976141,0.000207238,60000,0.000216524,2163,0.000050095
19,short,rs5_3,2,25.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.452445068,0.011372761,-0.077703473,0.000446447,0.001939327,sensor_y_primary_sensor_x_reference,0.113953984,0.999976141,0.000207238,60000,0.000216524,2163,0.000050095
19,short,rs5_3,2,25.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,7,11,1,1,11111000111,"0,3",2,1,2,3,94.425638975,,0.884212414,0.011372761,-0.077703473,0.000446447,0.001939327,sensor_y_primary_sensor_x_reference,0.113953984,0.999976141,0.000207238,60000,0.000216524,2163,0.000050095
19,short,rs5_3,2,25.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.456361526,0.011372761,-0.077703473,0.000446447,0.001939327,sensor_y_primary_sensor_x_reference,0.113953984,0.999976141,0.000207238,60000,0.000216524,2163,0.000050095
24,short,rs5_3,2,10.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,1,,,0.431784980,0.053423309,0.306111598,0.005874143,0.025586302,sensor_y_primary_sensor_x_reference,0.290654378,0.984472477,0.135928417,52334,0.000135179,2068,0.000050053
24,short,rs5_3,2,10.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.431784980,0.053423309,0.306111598,0.005874143,0.025586302,sensor_y_primary_sensor_x_reference,0.290654378,0.984472477,0.135928417,52334,0.000135179,2068,0.000050053
24,short,rs5_3,2,10.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.000903700,0.053423309,0.306111598,0.005874143,0.025586302,sensor_y_primary_sensor_x_reference,0.290654378,0.984472477,0.135928417,52334,0.000135179,2068,0.000050053
24,short,rs5_3,2,10.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.428018658,0.053423309,0.306111598,0.005874143,0.025586302,sensor_y_primary_sensor_x_reference,0.290654378,0.984472477,0.135928417,52334,0.000135179,2068,0.000050053
24,short,rs5_3,2,10.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.000644638,0.053423309,0.306111598,0.005874143,0.025586302,sensor_y_primary_sensor_x_reference,0.290654378,0.984472477,0.135928417,52334,0.000135179,2068,0.000050053
26,short,rs5_3,2,1.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,1,,,0.153482846,0.098388234,0.444792411,0.010197163,0.044513057,sensor_y_primary_sensor_x_reference,0.658888576,0.936931994,0.565838612,38175,0.000136847,2063,0.000050041
26,short,rs5_3,2,1.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.153482846,0.098388234,0.444792411,0.010197163,0.044513057,sensor_y_primary_sensor_x_reference,0.658888576,0.936931994,0.565838612,38175,0.000136847,2063,0.000050041
26,short,rs5_3,2,1.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.004436713,0.098388234,0.444792411,0.010197163,0.044513057,sensor_y_primary_sensor_x_reference,0.658888576,0.936931994,0.565838612,38175,0.000136847,2063,0.000050041
26,short,rs5_3,2,1.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.155518899,0.098388234,0.444792411,0.010197163,0.044513057,sensor_y_primary_sensor_x_reference,0.658888576,0.936931994,0.565838612,38175,0.000136847,2063,0.000050041
26,short,rs5_3,2,1.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.003030402,0.098388234,0.444792411,0.010197163,0.044513057,sensor_y_primary_sensor_x_reference,0.658888576,0.936931994,0.565838612,38175,0.000136847,2063,0.000050041
28,short,rs5_3,2,100.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,1,848.105530852,,18.529337764,0.106701689,0.051700514,0.010297981,0.044955439,sensor_y_primary_sensor_x_reference,0.072705531,1.004383141,-0.037988286,37006,0.000137079,2066,0.000050033
28,short,rs5_3,2,100.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,848.105530852,,18.529337764,0.106701689,0.051700514,0.010297981,0.044955439,sensor_y_primary_sensor_x_reference,0.072705531,1.004383141,-0.037988286,37006,0.000137079,2066,0.000050033
28,short,rs5_3,2,100.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,814.049697479,,17.603757440,0.106701689,0.051700514,0.010297981,0.044955439,sensor_y_primary_sensor_x_reference,0.072705531,1.004383141,-0.037988286,37006,0.000137079,2066,0.000050033
28,short,rs5_3,2,100.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,846.245390582,,18.617845304,0.106701689,0.051700514,0.010297981,0.044955439,sensor_y_primary_sensor_x_reference,0.072705531,1.004383141,-0.037988286,37006,0.000137079,2066,0.000050033
28,short,rs5_3,2,100.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,812.289279234,,17.570963089,0.106701689,0.051700514,0.010297981,0.044955439,sensor_y_primary_sensor_x_reference,0.072705531,1.004383141,-0.037988286,37006,0.000137079,2066,0.000050033
31,short,rs5_3,3,25.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,1,,,0.453964996,0.016296163,0.779536479,0.000961646,0.004178385,sensor_y_primary_sensor_x_reference,0.252411464,0.995985629,0.034938559,60000,0.000227940,2038,0.000049953
31,short,rs5_3,3,25.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.453964996,0.016296163,0.779536479,0.000961646,0.004178385,sensor_y_primary_sensor_x_reference,0.252411464,0.995985629,0.034938559,60000,0.000227940,2038,0.000049953
31,short,rs5_3,3,25.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.123011602,0.016296163,0.779536479,0.000961646,0.004178385,sensor_y_primary_sensor_x_reference,0.252411464,0.995985629,0.034938559,60000,0.000227940,2038,0.000049953
31,short,rs5_3,3,25.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.448075469,0.016296163,0.779536479,0.000961646,0.004178385,sensor_y_primary_sensor_x_reference,0.252411464,0.995985629,0.034938559,60000,0.000227940,2038,0.000049953
31,short,rs5_3,3,25.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.129016602,0.016296163,0.779536479,0.000961646,0.004178385,sensor_y_primary_sensor_x_reference,0.252411464,0.995985629,0.034938559,60000,0.000227940,2038,0.000049953
36,short,rs5_3,3,10.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,1,,,0.040787995,0.029622866,0.490123732,0.001875961,0.008154848,sensor_y_primary_sensor_x_reference,0.263366903,1.003035178,-0.026323293,53201,0.000134993,2189,0.000049951
36,short,rs5_3,3,10.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.040787995,0.029622866,0.490123732,0.001875961,0.008154848,sensor_y_primary_sensor_x_reference,0.263366903,1.003035178,-0.026323293,53201,0.000134993,2189,0.000049951
36,short,rs5_3,3,10.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.005518111,0.029622866,0.490123732,0.001875961,0.008154848,sensor_y_primary_sensor_x_reference,0.263366903,1.003035178,-0.026323293,53201,0.000134993,2189,0.000049951
36,short,rs5_3,3,10.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.033921251,0.029622866,0.490123732,0.001875961,0.008154848,sensor_y_primary_sensor_x_reference,0.263366903,1.003035178,-0.026323293,53201,0.000134993,2189,0.000049951
36,short,rs5_3,3,10.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.001404225,0.029622866,0.490123732,0.001875961,0.008154848,sensor_y_primary_sensor_x_reference,0.263366903,1.003035178,-0.026323293,53201,0.000134993,2189,0.000049951
38,short,rs5_3,3,1.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,1,,,0.017572558,0.016127708,0.563706232,0.000639078,0.002776366,sensor_y_primary_sensor_x_reference,0.978383831,0.992648407,0.064091001,55752,0.000134524,2113,0.000049939
38,short,rs5_3,3,1.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.017572558,0.016127708,0.563706232,0.000639078,0.002776366,sensor_y_primary_sensor_x_reference,0.978383831,0.992648407,0.064091001,55752,0.000134524,2113,0.000049939
38,short,rs5_3,3,1.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.003165687,0.016127708,0.563706232,0.000639078,0.002776366,sensor_y_primary_sensor_x_reference,0.978383831,0.992648407,0.064091001,55752,0.000134524,2113,0.000049939
38,short,rs5_3,3,1.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.019101374,0.016127708,0.563706232,0.000639078,0.002776366,sensor_y_primary_sensor_x_reference,0.978383831,0.992648407,0.064091001,55752,0.000134524,2113,0.000049939
38,short,rs5_3,3,1.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.000849849,0.016127708,0.563706232,0.000639078,0.002776366,sensor_y_primary_sensor_x_reference,0.978383831,0.992648407,0.064091001,55752,0.000134524,2113,0.000049939
40,short,rs5_3,3,100.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,1,263.336922439,,5.338923198,0.372372189,-0.032891321,0.039250981,0.173900505,sensor_y_primary_sensor_x_reference,0.025576977,0.991457835,0.074515015,47108,0.000140252,2034,0.000050063
40,short,rs5_3,3,100.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,263.336922439,,5.338923198,0.372372189,-0.032891321,0.039250981,0.173900505,sensor_y_primary_sensor_x_reference,0.025576977,0.991457835,0.074515015,47108,0.000140252,2034,0.000050063
40,short,rs5_3,3,100.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,248.701365751,,6.282545630,0.372372189,-0.032891321,0.039250981,0.173900505,sensor_y_primary_sensor_x_reference,0.025576977,0.991457835,0.074515015,47108,0.000140252,2034,0.000050063
40,short,rs5_3,3,100.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,263.335828029,,5.338888905,0.372372189,-0.032891321,0.039250981,0.173900505,sensor_y_primary_sensor_x_reference,0.025576977,0.991457835,0.074515015,47108,0.000140252,2034,0.000050063
40,short,rs5_3,3,100.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,248.700115224,,6.282617670,0.372372189,-0.032891321,0.039250981,0.173900505,sensor_y_primary_sensor_x_reference,0.025576977,0.991457835,0.074515015,47108,0.000140252,2034,0.000050063
45,short,rs5_3,3,50.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,1,1,176.688697661,,0.384817159,0.165080954,0.366326042,0.019781011,0.086768884,sensor_y_primary_sensor_x_reference,0.052630734,1.000625778,-0.005433735,39047,0.000138028,2143,0.000050080
45,short,rs5_3,3,50.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,1,3,176.688697661,,0.384817159,0.165080954,0.366326042,0.019781011,0.086768884,sensor_y_primary_sensor_x_reference,0.052630734,1.000625778,-0.005433735,39047,0.000138028,2143,0.000050080
45,short,rs5_3,3,50.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,175.644942818,,0.060763970,0.165080954,0.366326042,0.019781011,0.086768884,sensor_y_primary_sensor_x_reference,0.052630734,1.000625778,-0.005433735,39047,0.000138028,2143,0.000050080
45,short,rs5_3,3,50.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,1,3,176.077434076,,0.394841795,0.165080954,0.366326042,0.019781011,0.086768884,sensor_y_primary_sensor_x_reference,0.052630734,1.000625778,-0.005433735,39047,0.000138028,2143,0.000050080
45,short,rs5_3,3,50.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,175.076391426,,0.075352492,0.165080954,0.366326042,0.019781011,0.086768884,sensor_y_primary_sensor_x_reference,0.052630734,1.000625778,-0.005433735,39047,0.000138028,2143,0.000050080
48,short,rs5_3,4,10.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,1,,,0.180271685,0.044092025,0.513360780,0.003133214,0.013628739,sensor_y_primary_sensor_x_reference,0.180438895,0.994738809,0.045818763,46076,0.000135623,2048,0.000050011
48,short,rs5_3,4,10.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.180271685,0.044092025,0.513360780,0.003133214,0.013628739,sensor_y_primary_sensor_x_reference,0.180438895,0.994738809,0.045818763,46076,0.000135623,2048,0.000050011
48,short,rs5_3,4,10.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.123501059,0.044092025,0.513360780,0.003133214,0.013628739,sensor_y_primary_sensor_x_reference,0.180438895,0.994738809,0.045818763,46076,0.000135623,2048,0.000050011
48,short,rs5_3,4,10.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.179339253,0.044092025,0.513360780,0.003133214,0.013628739,sensor_y_primary_sensor_x_reference,0.180438895,0.994738809,0.045818763,46076,0.000135623,2048,0.000050011
48,short,rs5_3,4,10.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.126635538,0.044092025,0.513360780,0.003133214,0.013628739,sensor_y_primary_sensor_x_reference,0.180438895,0.994738809,0.045818763,46076,0.000135623,2048,0.000050011
50,short,rs5_3,4,1.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,1,,,0.002861398,0.029197424,0.717209755,0.001980606,0.008610193,sensor_y_primary_sensor_x_reference,0.369097146,0.995619669,0.038130648,54465,0.000134776,2099,0.000050071
50,short,rs5_3,4,1.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.002861398,0.029197424,0.717209755,0.001980606,0.008610193,sensor_y_primary_sensor_x_reference,0.369097146,0.995619669,0.038130648,54465,0.000134776,2099,0.000050071
50,short,rs5_3,4,1.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.027013046,0.029197424,0.717209755,0.001980606,0.008610193,sensor_y_primary_sensor_x_reference,0.369097146,0.995619669,0.038130648,54465,0.000134776,2099,0.000050071
50,short,rs5_3,4,1.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.006067901,0.029197424,0.717209755,0.001980606,0.008610193,sensor_y_primary_sensor_x_reference,0.369097146,0.995619669,0.038130648,54465,0.000134776,2099,0.000050071
