sequence,phase,scheme,repetition,duty_percent,algorithm,boundary_source,manifest_clock_correction_s,off_fit_samples,decoder_failure,payload_bit_errors_conditional_on_decode,payload_bits_evaluated,frame_error,wrong_codeword_miscorrection,decoded_payload_bits,gmd_erasures,gmd_erasure_count,gmd_candidate_count,corrected_symbol_count,gmd_attempts,gmd_score,gmd_margin,minimum_abs_bit_llr,gao_transfer_magnitude,gao_transfer_phase_radians,gao_off_coherence,gao_noise_reduction_db,gao_orientation,gao_sync_reference_leakage_ratio,gao_sync_desired_amplitude_ratio,gao_sync_desired_attenuation_db,duong_iterations,duong_training_error,gao_duong_iterations,gao_duong_training_error
50,short,rs5_3,4,1.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.026801044,0.029197424,0.717209755,0.001980606,0.008610193,sensor_y_primary_sensor_x_reference,0.369097146,0.995619669,0.038130648,54465,0.000134776,2099,0.000050071
52,short,rs5_3,4,100.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,1,1020.209312945,,9.644399052,0.107780177,0.084981715,0.009569902,0.041761703,sensor_y_primary_sensor_x_reference,0.054120997,0.995670670,0.037685723,36210,0.000137233,2038,0.000049981
52,short,rs5_3,4,100.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,1020.209312945,,9.644399052,0.107780177,0.084981715,0.009569902,0.041761703,sensor_y_primary_sensor_x_reference,0.054120997,0.995670670,0.037685723,36210,0.000137233,2038,0.000049981
52,short,rs5_3,4,100.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,998.031222324,,9.102084295,0.107780177,0.084981715,0.009569902,0.041761703,sensor_y_primary_sensor_x_reference,0.054120997,0.995670670,0.037685723,36210,0.000137233,2038,0.000049981
52,short,rs5_3,4,100.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,1020.247755416,,9.666153145,0.107780177,0.084981715,0.009569902,0.041761703,sensor_y_primary_sensor_x_reference,0.054120997,0.995670670,0.037685723,36210,0.000137233,2038,0.000049981
52,short,rs5_3,4,100.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,998.058009510,,9.123461728,0.107780177,0.084981715,0.009569902,0.041761703,sensor_y_primary_sensor_x_reference,0.054120997,0.995670670,0.037685723,36210,0.000137233,2038,0.000049981
57,short,rs5_3,4,50.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,1,,,2.629042494,0.113523817,0.336925891,0.014583680,0.063802495,sensor_y_primary_sensor_x_reference,0.071211603,0.992903216,0.061861655,40733,0.000136643,2147,0.000050110
57,short,rs5_3,4,50.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,3,11,1,1,01001001100,"0,4",2,1,2,3,317.810137738,,2.629042494,0.113523817,0.336925891,0.014583680,0.063802495,sensor_y_primary_sensor_x_reference,0.071211603,0.992903216,0.061861655,40733,0.000136643,2147,0.000050110
57,short,rs5_3,4,50.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,3,11,1,1,01001001100,"0,4",2,1,2,3,300.891431508,,0.982929951,0.113523817,0.336925891,0.014583680,0.063802495,sensor_y_primary_sensor_x_reference,0.071211603,0.992903216,0.061861655,40733,0.000136643,2147,0.000050110
57,short,rs5_3,4,50.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,3,11,1,1,01001001100,"0,4",2,1,2,3,318.499467549,,2.491954217,0.113523817,0.336925891,0.014583680,0.063802495,sensor_y_primary_sensor_x_reference,0.071211603,0.992903216,0.061861655,40733,0.000136643,2147,0.000050110
57,short,rs5_3,4,50.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,3,11,1,1,01001001100,"0,4",2,1,2,3,301.710468655,,0.894645587,0.113523817,0.336925891,0.014583680,0.063802495,sensor_y_primary_sensor_x_reference,0.071211603,0.992903216,0.061861655,40733,0.000136643,2147,0.000050110
59,short,rs5_3,4,25.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,1,,,0.093824046,0.294523942,0.061258496,0.025355187,0.111536240,sensor_y_primary_sensor_x_reference,0.132087543,1.037634581,-0.320888737,44673,0.000139964,2045,0.000050066
59,short,rs5_3,4,25.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.093824046,0.294523942,0.061258496,0.025355187,0.111536240,sensor_y_primary_sensor_x_reference,0.132087543,1.037634581,-0.320888737,44673,0.000139964,2045,0.000050066
59,short,rs5_3,4,25.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,1,3,26.018560319,,0.014029020,0.294523942,0.061258496,0.025355187,0.111536240,sensor_y_primary_sensor_x_reference,0.132087543,1.037634581,-0.320888737,44673,0.000139964,2045,0.000050066
59,short,rs5_3,4,25.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.092923191,0.294523942,0.061258496,0.025355187,0.111536240,sensor_y_primary_sensor_x_reference,0.132087543,1.037634581,-0.320888737,44673,0.000139964,2045,0.000050066
59,short,rs5_3,4,25.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,1,3,26.000059544,,0.013534831,0.294523942,0.061258496,0.025355187,0.111536240,sensor_y_primary_sensor_x_reference,0.132087543,1.037634581,-0.320888737,44673,0.000139964,2045,0.000050066
62,short,rs5_3,5,1.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,1,,,0.144302481,0.012992257,0.188539176,0.000498798,0.002166795,sensor_y_primary_sensor_x_reference,0.563622522,0.993645264,0.055372658,60000,0.000138158,2025,0.000049978
62,short,rs5_3,5,1.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.144302481,0.012992257,0.188539176,0.000498798,0.002166795,sensor_y_primary_sensor_x_reference,0.563622522,0.993645264,0.055372658,60000,0.000138158,2025,0.000049978
62,short,rs5_3,5,1.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.059350241,0.012992257,0.188539176,0.000498798,0.002166795,sensor_y_primary_sensor_x_reference,0.563622522,0.993645264,0.055372658,60000,0.000138158,2025,0.000049978
62,short,rs5_3,5,1.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.143620369,0.012992257,0.188539176,0.000498798,0.002166795,sensor_y_primary_sensor_x_reference,0.563622522,0.993645264,0.055372658,60000,0.000138158,2025,0.000049978
62,short,rs5_3,5,1.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.059537167,0.012992257,0.188539176,0.000498798,0.002166795,sensor_y_primary_sensor_x_reference,0.563622522,0.993645264,0.055372658,60000,0.000138158,2025,0.000049978
64,short,rs5_3,5,100.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,1,1188.126792881,,13.751124806,0.040446543,-0.425952827,0.003541043,0.015405849,sensor_y_primary_sensor_x_reference,0.052275335,1.000834801,-0.007247966,54274,0.000134899,2169,0.000050076
64,short,rs5_3,5,100.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,1188.126792881,,13.751124806,0.040446543,-0.425952827,0.003541043,0.015405849,sensor_y_primary_sensor_x_reference,0.052275335,1.000834801,-0.007247966,54274,0.000134899,2169,0.000050076
64,short,rs5_3,5,100.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,1178.084405496,,14.223701048,0.040446543,-0.425952827,0.003541043,0.015405849,sensor_y_primary_sensor_x_reference,0.052275335,1.000834801,-0.007247966,54274,0.000134899,2169,0.000050076
64,short,rs5_3,5,100.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,1184.004053641,,13.681540390,0.040446543,-0.425952827,0.003541043,0.015405849,sensor_y_primary_sensor_x_reference,0.052275335,1.000834801,-0.007247966,54274,0.000134899,2169,0.000050076
64,short,rs5_3,5,100.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,0,3,1173.907781202,,14.177545087,0.040446543,-0.425952827,0.003541043,0.015405849,sensor_y_primary_sensor_x_reference,0.052275335,1.000834801,-0.007247966,54274,0.000134899,2169,0.000050076
69,short,rs5_3,5,50.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,1,1,322.954090678,,1.402997417,0.037700827,0.071973667,0.003100813,0.013487582,sensor_y_primary_sensor_x_reference,0.064568379,0.997829243,0.018875453,53355,0.000134901,2038,0.000050002
69,short,rs5_3,5,50.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,1,3,322.954090678,,1.402997417,0.037700827,0.071973667,0.003100813,0.013487582,sensor_y_primary_sensor_x_reference,0.064568379,0.997829243,0.018875453,53355,0.000134901,2038,0.000050002
69,short,rs5_3,5,50.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,1,3,322.102093344,,1.553521271,0.037700827,0.071973667,0.003100813,0.013487582,sensor_y_primary_sensor_x_reference,0.064568379,0.997829243,0.018875453,53355,0.000134901,2038,0.000050002
69,short,rs5_3,5,50.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,1,3,323.108225243,,1.403524216,0.037700827,0.071973667,0.003100813,0.013487582,sensor_y_primary_sensor_x_reference,0.064568379,0.997829243,0.018875453,53355,0.000134901,2038,0.000050002
69,short,rs5_3,5,50.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,11,0,0,10001011100,,0,1,1,3,322.221186845,,1.556598902,0.037700827,0.071973667,0.003100813,0.013487582,sensor_y_primary_sensor_x_reference,0.064568379,0.997829243,0.018875453,53355,0.000134901,2038,0.000050002
71,short,rs5_3,5,25.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,1,,,0.093652155,0.288733804,0.172628152,0.034307816,0.151612837,sensor_y_primary_sensor_x_reference,0.039715314,0.991204031,0.076738810,44194,0.000139502,2057,0.000050026
71,short,rs5_3,5,25.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.093652155,0.288733804,0.172628152,0.034307816,0.151612837,sensor_y_primary_sensor_x_reference,0.039715314,0.991204031,0.076738810,44194,0.000139502,2057,0.000050026
71,short,rs5_3,5,25.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.017283059,0.288733804,0.172628152,0.034307816,0.151612837,sensor_y_primary_sensor_x_reference,0.039715314,0.991204031,0.076738810,44194,0.000139502,2057,0.000050026
71,short,rs5_3,5,25.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.098421717,0.288733804,0.172628152,0.034307816,0.151612837,sensor_y_primary_sensor_x_reference,0.039715314,0.991204031,0.076738810,44194,0.000139502,2057,0.000050026
71,short,rs5_3,5,25.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.019562975,0.288733804,0.172628152,0.034307816,0.151612837,sensor_y_primary_sensor_x_reference,0.039715314,0.991204031,0.076738810,44194,0.000139502,2057,0.000050026
73,short,rs5_3,5,10.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,1,,,0.036850196,0.072107894,0.050705193,0.007382165,0.032179259,sensor_y_primary_sensor_x_reference,0.343737726,0.975520980,0.215267716,44057,0.000135999,2040,0.000050025
73,short,rs5_3,5,10.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.036850196,0.072107894,0.050705193,0.007382165,0.032179259,sensor_y_primary_sensor_x_reference,0.343737726,0.975520980,0.215267716,44057,0.000135999,2040,0.000050025
73,short,rs5_3,5,10.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.071448331,0.072107894,0.050705193,0.007382165,0.032179259,sensor_y_primary_sensor_x_reference,0.343737726,0.975520980,0.215267716,44057,0.000135999,2040,0.000050025
73,short,rs5_3,5,10.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.037240300,0.072107894,0.050705193,0.007382165,0.032179259,sensor_y_primary_sensor_x_reference,0.343737726,0.975520980,0.215267716,44057,0.000135999,2040,0.000050025
73,short,rs5_3,5,10.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,3,,,0.071754927,0.072107894,0.050705193,0.007382165,0.032179259,sensor_y_primary_sensor_x_reference,0.343737726,0.975520980,0.215267716,44057,0.000135999,2040,0.000050025
76,final,rs12_6,1,100.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,30,0,0,100010111000010010100111011111,,0,1,0,1,2604.597121142,,7.753314131,0.038563000,0.150271032,0.003076736,0.013382694,sensor_y_primary_sensor_x_reference,0.075826458,0.997453724,0.022144877,52058,0.000135029,2031,0.000049939
76,final,rs12_6,1,100.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,30,0,0,100010111000010010100111011111,,0,1,0,7,2604.597121142,,7.753314131,0.038563000,0.150271032,0.003076736,0.013382694,sensor_y_primary_sensor_x_reference,0.075826458,0.997453724,0.022144877,52058,0.000135029,2031,0.000049939
76,final,rs12_6,1,100.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,30,0,0,100010111000010010100111011111,,0,1,0,7,2440.107737661,,11.382079741,0.038563000,0.150271032,0.003076736,0.013382694,sensor_y_primary_sensor_x_reference,0.075826458,0.997453724,0.022144877,52058,0.000135029,2031,0.000049939
76,final,rs12_6,1,100.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,30,0,0,100010111000010010100111011111,,0,1,0,7,2606.435310009,,7.741003447,0.038563000,0.150271032,0.003076736,0.013382694,sensor_y_primary_sensor_x_reference,0.075826458,0.997453724,0.022144877,52058,0.000135029,2031,0.000049939
76,final,rs12_6,1,100.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,30,0,0,100010111000010010100111011111,,0,1,0,7,2441.596218074,,11.374667890,0.038563000,0.150271032,0.003076736,0.013382694,sensor_y_primary_sensor_x_reference,0.075826458,0.997453724,0.022144877,52058,0.000135029,2031,0.000049939
77,final,rs12_6,1,50.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,1,,,0.436802356,0.029037032,0.197337581,0.001673474,0.007273895,sensor_y_primary_sensor_x_reference,0.059165017,0.998865559,0.009859219,50824,0.000135039,2029,0.000050082
77,final,rs12_6,1,50.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,11,30,1,1,100011111011101000000111011000,"9,5,2,3,7,11",6,1,5,7,192.342109700,,0.436802356,0.029037032,0.197337581,0.001673474,0.007273895,sensor_y_primary_sensor_x_reference,0.059165017,0.998865559,0.009859219,50824,0.000135039,2029,0.000050082
77,final,rs12_6,1,50.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,11,30,1,1,100011111011101000000111011000,"9,5,7,3,2,11",6,1,5,7,195.865428091,,0.863522023,0.029037032,0.197337581,0.001673474,0.007273895,sensor_y_primary_sensor_x_reference,0.059165017,0.998865559,0.009859219,50824,0.000135039,2029,0.000050082
77,final,rs12_6,1,50.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,11,30,1,1,100011111011101000000111011000,"9,5,2,3,7,11",6,1,5,7,192.204452588,,0.431499733,0.029037032,0.197337581,0.001673474,0.007273895,sensor_y_primary_sensor_x_reference,0.059165017,0.998865559,0.009859219,50824,0.000135039,2029,0.000050082
77,final,rs12_6,1,50.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,11,30,1,1,100011111011101000000111011000,"9,5,7,3,2,11",6,1,5,7,195.755835672,,0.856561289,0.029037032,0.197337581,0.001673474,0.007273895,sensor_y_primary_sensor_x_reference,0.059165017,0.998865559,0.009859219,50824,0.000135039,2029,0.000050082
78,final,rs12_6,1,25.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,1,,,0.013466128,0.024505961,0.333475016,0.001573951,0.006840966,sensor_y_primary_sensor_x_reference,0.010711024,0.999747940,0.002189642,60000,0.000186096,2635,0.000050016
78,final,rs12_6,1,25.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,11,30,1,1,100011010101010011100100101011,"7,9,8,5",4,1,5,7,103.433227246,,0.013466128,0.024505961,0.333475016,0.001573951,0.006840966,sensor_y_primary_sensor_x_reference,0.010711024,0.999747940,0.002189642,60000,0.000186096,2635,0.000050016
78,final,rs12_6,1,25.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,11,30,1,1,100011010101010011100100101011,"8,5,9,7",4,1,5,7,104.872227984,,0.000560017,0.024505961,0.333475016,0.001573951,0.006840966,sensor_y_primary_sensor_x_reference,0.010711024,0.999747940,0.002189642,60000,0.000186096,2635,0.000050016
78,final,rs12_6,1,25.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,11,30,1,1,100011010101010011100100101011,"9,8,7,6,5,4",6,1,5,7,96.346815718,,0.010623587,0.024505961,0.333475016,0.001573951,0.006840966,sensor_y_primary_sensor_x_reference,0.010711024,0.999747940,0.002189642,60000,0.000186096,2635,0.000050016
78,final,rs12_6,1,25.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,11,30,1,1,100011010101010011100100101011,"7,8,9,5",4,1,5,7,98.358028437,,0.049784707,0.024505961,0.333475016,0.001573951,0.006840966,sensor_y_primary_sensor_x_reference,0.010711024,0.999747940,0.002189642,60000,0.000186096,2635,0.000050016
79,final,rs12_6,1,10.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,1,,,0.003274778,0.261129480,0.081568022,0.029284000,0.129078122,sensor_y_primary_sensor_x_reference,0.303374990,1.033826334,-0.288951807,42912,0.000139212,2113,0.000050092
79,final,rs12_6,1,10.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,11,30,1,1,111110011001010011110110111010,"2,6,10,11,0,5",6,1,6,7,33.261031455,,0.003274778,0.261129480,0.081568022,0.029284000,0.129078122,sensor_y_primary_sensor_x_reference,0.303374990,1.033826334,-0.288951807,42912,0.000139212,2113,0.000050092
79,final,rs12_6,1,10.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,13,30,1,1,001010001010010011110010110010,"4,8,11,9",4,2,5,7,16.598443152,3.892686923,0.019127255,0.261129480,0.081568022,0.029284000,0.129078122,sensor_y_primary_sensor_x_reference,0.303374990,1.033826334,-0.288951807,42912,0.000139212,2113,0.000050092
79,final,rs12_6,1,10.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,12,30,1,1,010100011010011011110110111011,"2,6,10,11,0,8",6,1,6,7,38.997804265,,0.006201384,0.261129480,0.081568022,0.029284000,0.129078122,sensor_y_primary_sensor_x_reference,0.303374990,1.033826334,-0.288951807,42912,0.000139212,2113,0.000050092
79,final,rs12_6,1,10.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,13,30,1,1,001010001010010011110010110010,"4,8,11,9",4,2,5,7,16.701286624,3.920690405,0.017015003,0.261129480,0.081568022,0.029284000,0.129078122,sensor_y_primary_sensor_x_reference,0.303374990,1.033826334,-0.288951807,42912,0.000139212,2113,0.000050092
80,final,rs12_6,1,1.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,1,,,0.023225073,0.038581808,0.486781210,0.004012532,0.017461262,sensor_y_primary_sensor_x_reference,1.042509261,0.997734200,0.019702818,58876,0.000134594,2133,0.000050043
80,final,rs12_6,1,1.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,16,30,1,1,110010100011011011011100101001,"8,0,1,4,9,7",6,1,6,7,58.258412216,,0.023225073,0.038581808,0.486781210,0.004012532,0.017461262,sensor_y_primary_sensor_x_reference,1.042509261,0.997734200,0.019702818,58876,0.000134594,2133,0.000050043
80,final,rs12_6,1,1.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,19,30,1,1,111011100001100101101000101001,"1,2,3,9,7,0",6,1,6,7,36.179871964,,0.026247690,0.038581808,0.486781210,0.004012532,0.017461262,sensor_y_primary_sensor_x_reference,1.042509261,0.997734200,0.019702818,58876,0.000134594,2133,0.000050043
80,final,rs12_6,1,1.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,15,30,1,1,000000111111011011010100101001,"8,0,1,9,4,11",6,1,6,7,45.022634772,,0.019340669,0.038581808,0.486781210,0.004012532,0.017461262,sensor_y_primary_sensor_x_reference,1.042509261,0.997734200,0.019702818,58876,0.000134594,2133,0.000050043
80,final,rs12_6,1,1.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,19,30,1,1,111011100001100101101000101001,"1,2,3,9,7,0",6,1,6,7,36.362153732,,0.017299081,0.038581808,0.486781210,0.004012532,0.017461262,sensor_y_primary_sensor_x_reference,1.042509261,0.997734200,0.019702818,58876,0.000134594,2133,0.000050043
81,final,rs12_6,2,50.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,30,0,0,100010111000010010100111011111,,0,1,2,1,771.163407504,,0.504344466,0.067783044,0.333306158,0.007019424,0.030592470,sensor_y_primary_sensor_x_reference,0.047486433,0.997654122,0.020399977,46287,0.000135785,2004,0.000050049
81,final,rs12_6,2,50.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,30,0,0,100010111000010010100111011111,,0,1,2,7,771.163407504,,0.504344466,0.067783044,0.333306158,0.007019424,0.030592470,sensor_y_primary_sensor_x_reference,0.047486433,0.997654122,0.020399977,46287,0.000135785,2004,0.000050049
81,final,rs12_6,2,50.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,30,0,0,100010111000010010100111011111,,0,1,2,7,773.867347034,,0.256510322,0.067783044,0.333306158,0.007019424,0.030592470,sensor_y_primary_sensor_x_reference,0.047486433,0.997654122,0.020399977,46287,0.000135785,2004,0.000050049
81,final,rs12_6,2,50.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,30,0,0,100010111000010010100111011111,,0,1,2,7,777.930079631,,0.474103470,0.067783044,0.333306158,0.007019424,0.030592470,sensor_y_primary_sensor_x_reference,0.047486433,0.997654122,0.020399977,46287,0.000135785,2004,0.000050049
81,final,rs12_6,2,50.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,0,30,0,0,100010111000010010100111011111,,0,1,2,7,780.452270820,,0.217278284,0.067783044,0.333306158,0.007019424,0.030592470,sensor_y_primary_sensor_x_reference,0.047486433,0.997654122,0.020399977,46287,0.000135785,2004,0.000050049
82,final,rs12_6,2,25.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,1,,,0.248661986,0.048036562,-0.097058946,0.003942881,0.017157561,sensor_y_primary_sensor_x_reference,0.118454134,0.997103074,0.025198894,47967,0.000135433,2085,0.000050043
82,final,rs12_6,2,25.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,3,30,1,1,100010111000010110110011011111,"11,6,5,7",4,1,5,7,309.843793490,,0.248661986,0.048036562,-0.097058946,0.003942881,0.017157561,sensor_y_primary_sensor_x_reference,0.118454134,0.997103074,0.025198894,47967,0.000135433,2085,0.000050043
82,final,rs12_6,2,25.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,10,30,1,1,100100111010110110110101000011,"11,2,7,0,6,5",6,1,6,7,176.767310594,,0.300548577,0.048036562,-0.097058946,0.003942881,0.017157561,sensor_y_primary_sensor_x_reference,0.118454134,0.997103074,0.025198894,47967,0.000135433,2085,0.000050043
82,final,rs12_6,2,25.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,3,30,1,1,100010111000010110110011011111,"11,6,5,7",4,1,5,7,308.884882853,,0.249341797,0.048036562,-0.097058946,0.003942881,0.017157561,sensor_y_primary_sensor_x_reference,0.118454134,0.997103074,0.025198894,47967,0.000135433,2085,0.000050043
82,final,rs12_6,2,25.000000000,gao_duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,10,30,1,1,100100111010110110110101000011,"11,2,7,0,6,5",6,1,6,7,176.176487411,,0.297835315,0.048036562,-0.097058946,0.003942881,0.017157561,sensor_y_primary_sensor_x_reference,0.118454134,0.997103074,0.025198894,47967,0.000135433,2085,0.000050043
83,final,rs12_6,2,10.000000000,coherent_hard,identical_frozen_manifest_boundaries,-0.070000000,2000,1,,0,1,0,,,0,0,0,1,,,0.004610262,0.057870211,0.120379576,0.005303177,0.023092691,sensor_y_primary_sensor_x_reference,0.179386724,1.008126696,-0.070302307,46323,0.000135716,2066,0.000050039
83,final,rs12_6,2,10.000000000,coherent_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,13,30,1,1,100111100010000110011101010110,"6,4,3,2,1,5",6,1,6,7,37.908780471,,0.004610262,0.057870211,0.120379576,0.005303177,0.023092691,sensor_y_primary_sensor_x_reference,0.179386724,1.008126696,-0.070302307,46323,0.000135716,2066,0.000050039
83,final,rs12_6,2,10.000000000,gao_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,9,30,1,1,100110111000110011010110101110,"6,4,9,3,5,7",6,1,6,7,32.346046667,,0.030339887,0.057870211,0.120379576,0.005303177,0.023092691,sensor_y_primary_sensor_x_reference,0.179386724,1.008126696,-0.070302307,46323,0.000135716,2066,0.000050039
83,final,rs12_6,2,10.000000000,duong_gmd,identical_frozen_manifest_boundaries,-0.070000000,2000,0,13,30,1,1,100111100010000110011101010110,"6,3,4,2,1,5",6,1,6,7,37.927080771,,0.002603348,0.057870211,0.120379576,0.005303177,0.023092691,sensor_y_primary_sensor_x_reference,0.179386724,1.008126696,-0.070302307,46323,0.000135716,2066,0.000050039
